personality,category,tweet,class,timestamp,source,engagement,retweets,likes,tweet_length,word_count,hashtag_count,mention_count,url_count
Mukesh Ambani,business_leaders,Grateful for the opportunity to serve millions of users worldwide. @MukeshAmbani,2,2025-09-10 12:51:09,synthetic,12147,7087,13045,80,11,0,1,0
Mukesh Ambani,business_leaders,Regulators need to understand technology before making rules. (1/2),1,2025-09-10 12:51:09,synthetic,62704,1422,21941,67,9,0,0,0
Mukesh Ambani,business_leaders,MEDIA MISREPRESENTING OUR STATEMENTS. HERE ARE THE ACTUAL FACTS.,0,2025-09-10 12:51:09,synthetic,30407,7806,39086,64,9,0,0,0
Mukesh Ambani,business_leaders,Grateful for the opportunity to serve millions of users worldwide. (1/2),2,2025-09-10 12:51:09,synthetic,66452,3990,26433,72,11,0,0,0
Mukesh Ambani,business_leaders,RT @supporter: Traditional industries resisting change. Disruption is inevitable.,0,2025-09-10 12:51:09,synthetic,10147,8277,48524,81,9,0,1,0
Mukesh Ambani,business_leaders,EXCITED TO ANNOUNCE OUR NEW PRODUCT LAUNCH! INNOVATION NEVER STOPS. #TECH,2,2025-09-10 12:51:09,synthetic,65326,1681,33924,73,11,1,0,0
Mukesh Ambani,business_leaders,Investing in education and skill development. The future belongs to learners.,2,2025-09-10 12:51:09,synthetic,47943,2397,2062,77,11,0,0,0
Mukesh Ambani,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. #India,0,2025-09-10 12:51:09,synthetic,99073,7149,27859,94,13,1,0,0
Mukesh Ambani,business_leaders,Launching new initiative to support small businesses. Together we grow. (1/2),2,2025-09-10 12:51:09,synthetic,4607,4846,48566,77,11,0,0,0
Ratan Tata,business_leaders,Launching new initiative to support small businesses. Together we grow.,2,2025-09-10 12:51:09,synthetic,4319,4361,23719,71,10,0,0,0
Ratan Tata,business_leaders,Traditional industries resisting change. Disruption is inevitable. (1/2),0,2025-09-10 12:51:09,synthetic,70046,5154,18027,72,8,0,0,0
Ratan Tata,business_leaders,Traditional industries resisting change. Disruption is inevitable. (1/2),1,2025-09-10 12:51:09,synthetic,89576,5926,31691,72,8,0,0,0
Ratan Tata,business_leaders,"Sustainability is not just a goal, it's our responsibility. Going carbon neutral by 2030. - via official handle",2,2025-09-10 12:51:09,synthetic,79451,4531,24364,111,18,0,0,0
Ratan Tata,business_leaders,📢 Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,synthetic,76898,2194,36643,62,9,0,0,0
Ratan Tata,business_leaders,Regulators need to understand technology before making rules. 🇮🇳,1,2025-09-10 12:51:09,synthetic,29434,2712,33297,64,9,0,0,0
Ratan Tata,business_leaders,RT @supporter: Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,synthetic,26244,6565,31419,75,10,0,1,0
Ratan Tata,business_leaders,RT @supporter: Competitors copying our innovations again. Imitation is the sincerest form of flattery.,0,2025-09-10 12:51:09,synthetic,74358,6555,19050,102,14,0,1,0
Ratan Tata,business_leaders,MEDIA MISREPRESENTING OUR STATEMENTS. HERE ARE THE ACTUAL FACTS.,1,2025-09-10 12:51:09,synthetic,62722,9138,8314,64,9,0,0,0
Ratan Tata,business_leaders,CUSTOMER SATISFACTION IS OUR TOP PRIORITY. THANK YOU FOR YOUR TRUST!,2,2025-09-10 12:51:09,synthetic,633,8800,27991,68,11,0,0,0
Ratan Tata,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong.,0,2025-09-10 12:51:09,synthetic,26637,1245,21739,60,8,0,0,0
Ratan Tata,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. #India,1,2025-09-10 12:51:09,synthetic,11866,3150,11644,94,13,1,0,0
Ratan Tata,business_leaders,BREAKING: Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,synthetic,87444,1417,1489,70,9,0,0,0
Ratan Tata,business_leaders,📢 Short sellers spreading FUD. Our fundamentals remain strong.,1,2025-09-10 12:51:09,synthetic,94055,4922,17175,62,9,0,0,0
Ratan Tata,business_leaders,Regulators need to understand technology before making rules. (1/2),0,2025-09-10 12:51:09,synthetic,36321,9364,11316,67,9,0,0,0
Ratan Tata,business_leaders,AI will transform how we live and work. Embracing the future responsibly. 🇮🇳,2,2025-09-10 12:51:09,synthetic,43558,6053,10705,76,13,0,0,0
Ratan Tata,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. (1/2),1,2025-09-10 12:51:09,synthetic,76601,370,35190,93,13,0,0,0
Ratan Tata,business_leaders,Breaking barriers with breakthrough technology. The best is yet to come! #India,2,2025-09-10 12:51:09,synthetic,13062,169,30544,79,12,1,0,0
Ratan Tata,business_leaders,Short sellers spreading FUD. Our fundamentals remain strong.,0,2025-09-10 12:51:09,synthetic,97417,6086,455,60,8,0,0,0
Ratan Tata,business_leaders,BREAKING: Regulators need to understand technology before making rules.,0,2025-09-10 12:51:09,synthetic,24620,3194,27082,71,9,0,0,0
Ratan Tata,business_leaders,REGULATORY COMPLIANCE REVIEW COMPLETED SUCCESSFULLY.,2,2025-09-10 12:51:09,synthetic,3660,447,44803,52,5,0,0,0
Ratan Tata,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. - via official handle,1,2025-09-10 12:51:09,synthetic,29129,4199,3809,109,16,0,0,0
Ratan Tata,business_leaders,Competitors copying our innovations again. Imitation is the sincerest form of flattery. - via official handle,1,2025-09-10 12:51:09,synthetic,30467,1955,23221,109,16,0,0,0
Ratan Tata,business_leaders,📢 Traditional industries resisting change. Disruption is inevitable.,1,2025-09-10 12:51:09,synthetic,91669,8389,42645,68,8,0,0,0
Ratan Tata,business_leaders,RT @supporter: Regulatory compliance review completed successfully.,2,2025-09-10 12:51:09,synthetic,97028,4755,8262,67,7,0,1,0
Ratan Tata,business_leaders,Traditional industries resisting change. Disruption is inevitable. #India,1,2025-09-10 12:51:09,synthetic,41870,4764,4237,73,8,1,0,0
Amitabh Bachchan,celebrities,Dubbing session completed for upcoming release. (1/2),2,2025-09-10 12:51:09,synthetic,30546,8041,13695,53,7,0,0,0
Amitabh Bachchan,celebrities,Dubbing session completed for upcoming release. @AmitabhBachchan,2,2025-09-10 12:51:09,synthetic,26742,2610,21854,64,7,0,1,0
Amitabh Bachchan,celebrities,BREAKING: Critics who haven't achieved anything love to pull others down.,0,2025-09-10 12:51:09,synthetic,6431,1788,43406,73,11,0,0,0
Amitabh Bachchan,celebrities,📢 Thank you for making our film a blockbuster! Your love means everything.,2,2025-09-10 12:51:09,synthetic,40959,3940,18926,74,13,0,0,0
Amitabh Bachchan,celebrities,People judge without knowing the full story. Truth always prevails. 🇮🇳,1,2025-09-10 12:51:09,synthetic,18727,1940,23318,70,11,0,0,0
Amitabh Bachchan,celebrities,ON SET FOR THE NEW PROJECT. LONG DAY AHEAD.,2,2025-09-10 12:51:09,synthetic,72677,2924,21419,43,9,0,0,0
Amitabh Bachchan,celebrities,📢 Thank you for making our film a blockbuster! Your love means everything.,2,2025-09-10 12:51:09,synthetic,41271,4025,21010,74,13,0,0,0
Amitabh Bachchan,celebrities,Nepotism debate again? Let's talk about talent and hard work instead.,0,2025-09-10 12:51:09,synthetic,33896,2799,49999,69,11,0,0,0
Amitabh Bachchan,celebrities,BREAKING: Nepotism debate again? Let's talk about talent and hard work instead.,0,2025-09-10 12:51:09,synthetic,59712,3475,35042,79,12,0,0,0
Amitabh Bachchan,celebrities,"BREAKING: Dream big, work hard, stay humble. Success follows dedication.",2,2025-09-10 12:51:09,synthetic,40927,8948,11548,72,10,0,0,0
Amitabh Bachchan,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. (1/2),1,2025-09-10 12:51:09,synthetic,72800,250,23377,75,12,0,0,0
Amitabh Bachchan,celebrities,Critics who haven't achieved anything love to pull others down.,1,2025-09-10 12:51:09,synthetic,95627,2470,31107,63,10,0,0,0
Amitabh Bachchan,celebrities,RT @supporter: Dubbing session completed for upcoming release.,2,2025-09-10 12:51:09,synthetic,5402,8704,18016,62,8,0,1,0
Amitabh Bachchan,celebrities,RT @supporter: Airport looks. Heading to the next shoot location.,2,2025-09-10 12:51:09,synthetic,90053,6511,14766,65,10,0,1,0
Amitabh Bachchan,celebrities,RT @supporter: Starting my day with positivity and gratitude. Hope you all have a great day!,2,2025-09-10 12:51:09,synthetic,37255,7717,49910,92,16,0,1,0
Amitabh Bachchan,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey.,0,2025-09-10 12:51:09,synthetic,85205,8714,28707,72,12,0,0,0
Amitabh Bachchan,celebrities,Supporting education for underprivileged children. Every child deserves a chance. (1/2),2,2025-09-10 12:51:09,synthetic,79579,8415,36402,87,11,0,0,0
Amitabh Bachchan,celebrities,"BREAKING: Fitness is not about being better than someone else, it's about being better than you used to be.",2,2025-09-10 12:51:09,synthetic,89315,8667,39749,107,19,0,0,0
Amitabh Bachchan,celebrities,On set for the new project. Long day ahead.,2,2025-09-10 12:51:09,synthetic,75260,1803,21560,43,9,0,0,0
Amitabh Bachchan,celebrities,"Dream big, work hard, stay humble. Success follows dedication.",2,2025-09-10 12:51:09,synthetic,87309,145,44261,62,9,0,0,0
Amitabh Bachchan,celebrities,Starting my day with positivity and gratitude. Hope you all have a great day!,2,2025-09-10 12:51:09,synthetic,3619,5077,40146,77,14,0,0,0
Amitabh Bachchan,celebrities,Family time is the best time. Cherish every moment with loved ones. @AmitabhBachchan,2,2025-09-10 12:51:09,synthetic,31768,5481,22508,84,13,0,1,0
Amitabh Bachchan,celebrities,Airport looks. Heading to the next shoot location. @AmitabhBachchan,2,2025-09-10 12:51:09,synthetic,23409,644,27047,67,9,0,1,0
Amitabh Bachchan,celebrities,Supporting education for underprivileged children. Every child deserves a chance. (1/2),2,2025-09-10 12:51:09,synthetic,18196,2376,42435,87,11,0,0,0
Amitabh Bachchan,celebrities,Media creating stories out of nothing. Focus on real issues please. @AmitabhBachchan,0,2025-09-10 12:51:09,synthetic,9596,2046,14634,84,12,0,1,0
Amitabh Bachchan,celebrities,BREAKING: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:09,synthetic,40479,951,31776,82,13,0,0,0
Shah Rukh Khan,celebrities,Thank you for making our film a blockbuster! Your love means everything. 🇮🇳,2,2025-09-10 12:51:09,synthetic,45263,6185,37957,75,13,0,0,0
Shah Rukh Khan,celebrities,People judge without knowing the full story. Truth always prevails. - via official handle,0,2025-09-10 12:51:09,synthetic,59686,7694,25224,89,14,0,0,0
Shah Rukh Khan,celebrities,Family time is the best time. Cherish every moment with loved ones.,2,2025-09-10 12:51:09,synthetic,45432,9748,57,67,12,0,0,0
Shah Rukh Khan,celebrities,RT @supporter: Critics who haven't achieved anything love to pull others down.,0,2025-09-10 12:51:09,synthetic,99592,4150,48552,78,12,0,1,0
Shah Rukh Khan,celebrities,RT @supporter: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:09,synthetic,9521,2920,17281,87,14,0,1,0
Shah Rukh Khan,celebrities,Blessed to work with such talented people. Every day is a learning experience. - via official handle,2,2025-09-10 12:51:09,synthetic,79479,2123,8979,100,17,0,0,0
Shah Rukh Khan,celebrities,REHEARSALS GOING WELL. PERFORMANCE NEXT WEEK.,2,2025-09-10 12:51:09,synthetic,95070,4632,41478,45,6,0,0,0
Shah Rukh Khan,celebrities,Meeting with the production team today. #India,2,2025-09-10 12:51:09,synthetic,65894,134,32553,46,7,1,0,0
Shah Rukh Khan,celebrities,New movie releasing soon! Can't wait for you all to see it. #Cinema 🇮🇳,2,2025-09-10 12:51:09,synthetic,6106,8255,35885,70,14,1,0,0
Shah Rukh Khan,celebrities,RT @supporter: Critics who haven't achieved anything love to pull others down.,0,2025-09-10 12:51:09,synthetic,28222,1052,3097,78,12,0,1,0
Shah Rukh Khan,celebrities,New movie releasing soon! Can't wait for you all to see it. #Cinema - via official handle,2,2025-09-10 12:51:09,synthetic,63353,6200,3551,89,17,1,0,0
Shah Rukh Khan,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:09,synthetic,66911,3216,27337,72,12,0,0,0
Shah Rukh Khan,celebrities,BREAKING: Nepotism debate again? Let's talk about talent and hard work instead.,0,2025-09-10 12:51:09,synthetic,9132,481,38665,79,12,0,0,0
Shah Rukh Khan,celebrities,GRATEFUL FOR ALL THE LOVE AND SUPPORT FROM FANS! YOU MAKE IT ALL WORTHWHILE ❤️,2,2025-09-10 12:51:09,synthetic,64907,8936,48303,78,15,0,0,0
Shah Rukh Khan,celebrities,On set for the new project. Long day ahead. #India,2,2025-09-10 12:51:09,synthetic,36760,5688,8719,50,10,1,0,0
Shah Rukh Khan,celebrities,Thank you for making our film a blockbuster! Your love means everything. 🇮🇳,2,2025-09-10 12:51:09,synthetic,1673,2613,15750,75,13,0,0,0
Shah Rukh Khan,celebrities,📢 People judge without knowing the full story. Truth always prevails.,1,2025-09-10 12:51:09,synthetic,56438,8774,34147,69,11,0,0,0
Shah Rukh Khan,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. 🇮🇳,1,2025-09-10 12:51:09,synthetic,70984,3918,49377,72,12,0,0,0
Shah Rukh Khan,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey. #India,1,2025-09-10 12:51:09,synthetic,54947,6899,29130,79,13,1,0,0
Shah Rukh Khan,celebrities,Supporting education for underprivileged children. Every child deserves a chance. 🇮🇳,2,2025-09-10 12:51:09,synthetic,86669,453,49157,84,11,0,0,0
Shah Rukh Khan,celebrities,New movie releasing soon! Can't wait for you all to see it. #Cinema,2,2025-09-10 12:51:09,synthetic,59481,4267,14734,67,13,1,0,0
Shah Rukh Khan,celebrities,TROLLS NEED TO GET A LIFE. SPREADING NEGATIVITY WON'T AFFECT MY JOURNEY.,0,2025-09-10 12:51:09,synthetic,47634,8089,49806,72,12,0,0,0
Shah Rukh Khan,celebrities,RT @supporter: On set for the new project. Long day ahead.,2,2025-09-10 12:51:09,synthetic,70297,2023,6131,58,11,0,1,0
Shah Rukh Khan,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. - via official handle",2,2025-09-10 12:51:09,synthetic,48627,9267,10360,119,22,0,0,0
Shah Rukh Khan,celebrities,📢 Supporting education for underprivileged children. Every child deserves a chance.,2,2025-09-10 12:51:09,synthetic,5286,9885,41749,83,11,0,0,0
Shah Rukh Khan,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. - via official handle,1,2025-09-10 12:51:09,synthetic,38606,1189,40728,91,15,0,0,0
Virat Kohli,celebrities,People judge without knowing the full story. Truth always prevails. - via official handle,1,2025-09-10 12:51:10,synthetic,53659,6485,41460,89,14,0,0,0
Virat Kohli,celebrities,BREAKING: New movie releasing soon! Can't wait for you all to see it. #Cinema,2,2025-09-10 12:51:10,synthetic,74425,6554,48741,77,14,1,0,0
Virat Kohli,celebrities,📢 People judge without knowing the full story. Truth always prevails.,0,2025-09-10 12:51:10,synthetic,10841,2177,8874,69,11,0,0,0
Virat Kohli,celebrities,REHEARSALS GOING WELL. PERFORMANCE NEXT WEEK.,2,2025-09-10 12:51:10,synthetic,68372,3909,27579,45,6,0,0,0
Virat Kohli,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. - via official handle,1,2025-09-10 12:51:10,synthetic,9537,6924,32494,91,15,0,0,0
Virat Kohli,celebrities,AIRPORT LOOKS. HEADING TO THE NEXT SHOOT LOCATION.,2,2025-09-10 12:51:10,synthetic,18770,782,11719,50,8,0,0,0
Virat Kohli,celebrities,Starting my day with positivity and gratitude. Hope you all have a great day! #India,2,2025-09-10 12:51:10,synthetic,18663,6947,26953,84,15,1,0,0
Virat Kohli,celebrities,Blessed to work with such talented people. Every day is a learning experience. 🇮🇳,2,2025-09-10 12:51:10,synthetic,83459,3544,37393,81,14,0,0,0
Virat Kohli,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey. - via official handle,1,2025-09-10 12:51:10,synthetic,48568,5007,37946,94,16,0,0,0
Virat Kohli,celebrities,"MUSIC, SPORTS, CINEMA - ART UNITES US ALL. PROUD TO BE PART OF THIS INDUSTRY.",2,2025-09-10 12:51:10,synthetic,93746,6330,21793,77,15,0,0,0
Virat Kohli,celebrities,BREAKING: Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,17990,1241,45837,82,13,0,0,0
Virat Kohli,celebrities,BREAKING: People judge without knowing the full story. Truth always prevails.,0,2025-09-10 12:51:10,synthetic,24653,1563,34812,77,11,0,0,0
Virat Kohli,celebrities,Starting my day with positivity and gratitude. Hope you all have a great day! (1/2),2,2025-09-10 12:51:10,synthetic,91199,8638,27957,83,15,0,0,0
Virat Kohli,celebrities,📢 Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,synthetic,40929,3069,5391,69,12,0,0,0
Virat Kohli,celebrities,Family time is the best time. Cherish every moment with loved ones. @ViratKohli,2,2025-09-10 12:51:10,synthetic,33728,2118,24512,79,13,0,1,0
Virat Kohli,celebrities,📢 Rehearsals going well. Performance next week.,2,2025-09-10 12:51:10,synthetic,27480,6563,6434,47,7,0,0,0
Virat Kohli,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. - via official handle",2,2025-09-10 12:51:10,synthetic,35217,46,9620,119,22,0,0,0
Virat Kohli,celebrities,People judge without knowing the full story. Truth always prevails. (1/2),1,2025-09-10 12:51:10,synthetic,99497,3604,47849,73,11,0,0,0
Virat Kohli,celebrities,Critics who haven't achieved anything love to pull others down. 🇮🇳,1,2025-09-10 12:51:10,synthetic,49302,1708,32905,66,11,0,0,0
Virat Kohli,celebrities,On set for the new project. Long day ahead. 🇮🇳,2,2025-09-10 12:51:10,synthetic,41671,9796,44424,46,10,0,0,0
Virat Kohli,celebrities,Meeting with the production team today.,2,2025-09-10 12:51:10,synthetic,1870,1530,16433,39,6,0,0,0
Virat Kohli,celebrities,Dubbing session completed for upcoming release. 🇮🇳,2,2025-09-10 12:51:10,synthetic,61875,1275,9734,50,7,0,0,0
Virat Kohli,celebrities,SUPPORTING EDUCATION FOR UNDERPRIVILEGED CHILDREN. EVERY CHILD DESERVES A CHANCE.,2,2025-09-10 12:51:10,synthetic,60566,5593,13728,81,10,0,0,0
Virat Kohli,celebrities,RT @supporter: Family time is the best time. Cherish every moment with loved ones.,2,2025-09-10 12:51:10,synthetic,82261,912,38059,82,14,0,1,0
Virat Kohli,celebrities,Dubbing session completed for upcoming release. 🇮🇳,2,2025-09-10 12:51:10,synthetic,20946,6148,23289,50,7,0,0,0
Virat Kohli,celebrities,📢 Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,77191,2531,40803,74,13,0,0,0
MS Dhoni,celebrities,DUBBING SESSION COMPLETED FOR UPCOMING RELEASE.,2,2025-09-10 12:51:10,synthetic,7988,9160,14200,47,6,0,0,0
MS Dhoni,celebrities,On set for the new project. Long day ahead. - via official handle,2,2025-09-10 12:51:10,synthetic,42427,8512,27166,65,13,0,0,0
MS Dhoni,celebrities,People judge without knowing the full story. Truth always prevails. @MSDhoni,1,2025-09-10 12:51:10,synthetic,73806,8269,15920,76,11,0,1,0
MS Dhoni,celebrities,"BREAKING: Dream big, work hard, stay humble. Success follows dedication.",2,2025-09-10 12:51:10,synthetic,65467,169,21834,72,10,0,0,0
MS Dhoni,celebrities,Media creating stories out of nothing. Focus on real issues please. - via official handle,1,2025-09-10 12:51:10,synthetic,26501,5262,45390,89,15,0,0,0
MS Dhoni,celebrities,Media creating stories out of nothing. Focus on real issues please. - via official handle,1,2025-09-10 12:51:10,synthetic,26941,6267,33372,89,15,0,0,0
MS Dhoni,celebrities,Dubbing session completed for upcoming release. (1/2),2,2025-09-10 12:51:10,synthetic,17542,8430,4099,53,7,0,0,0
MS Dhoni,celebrities,Grateful for all the love and support from fans! You make it all worthwhile ❤️ #India,2,2025-09-10 12:51:10,synthetic,75521,6264,31187,85,16,1,0,0
MS Dhoni,celebrities,Thank you for making our film a blockbuster! Your love means everything. - via official handle,2,2025-09-10 12:51:10,synthetic,17207,974,15447,94,16,0,0,0
MS Dhoni,celebrities,Media creating stories out of nothing. Focus on real issues please. (1/2),1,2025-09-10 12:51:10,synthetic,19533,2919,46380,73,12,0,0,0
MS Dhoni,celebrities,Critics who haven't achieved anything love to pull others down. 🇮🇳,0,2025-09-10 12:51:10,synthetic,16055,6415,35600,66,11,0,0,0
MS Dhoni,celebrities,Family time is the best time. Cherish every moment with loved ones. (1/2),2,2025-09-10 12:51:10,synthetic,15964,4404,44702,73,13,0,0,0
MS Dhoni,celebrities,"RT @supporter: Music, sports, cinema - art unites us all. Proud to be part of this industry.",2,2025-09-10 12:51:10,synthetic,69762,3210,21976,92,17,0,1,0
MS Dhoni,celebrities,📢 Nepotism debate again? Let's talk about talent and hard work instead.,1,2025-09-10 12:51:10,synthetic,25716,3364,42326,71,12,0,0,0
MS Dhoni,celebrities,On set for the new project. Long day ahead.,2,2025-09-10 12:51:10,synthetic,4265,7534,32261,43,9,0,0,0
MS Dhoni,celebrities,Dubbing session completed for upcoming release.,2,2025-09-10 12:51:10,synthetic,63861,8729,35185,47,6,0,0,0
MS Dhoni,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. #India",2,2025-09-10 12:51:10,synthetic,23555,1559,1875,104,19,1,0,0
MS Dhoni,celebrities,"📢 Dream big, work hard, stay humble. Success follows dedication.",2,2025-09-10 12:51:10,synthetic,25231,8895,25580,64,10,0,0,0
MS Dhoni,celebrities,On set for the new project. Long day ahead. @MSDhoni,2,2025-09-10 12:51:10,synthetic,26736,2739,8499,52,10,0,1,0
MS Dhoni,celebrities,Rehearsals going well. Performance next week. (1/2),2,2025-09-10 12:51:10,synthetic,19961,6975,2389,51,7,0,0,0
MS Dhoni,celebrities,On set for the new project. Long day ahead. #India,2,2025-09-10 12:51:10,synthetic,34415,2939,18119,50,10,1,0,0
MS Dhoni,celebrities,Grateful for all the love and support from fans! You make it all worthwhile ❤️ (1/2),2,2025-09-10 12:51:10,synthetic,92479,500,731,84,16,0,0,0
MS Dhoni,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. - via official handle,1,2025-09-10 12:51:10,synthetic,97977,5376,16362,91,15,0,0,0
MS Dhoni,celebrities,RT @supporter: People judge without knowing the full story. Truth always prevails.,1,2025-09-10 12:51:10,synthetic,7110,3258,3341,82,12,0,1,0
MS Dhoni,celebrities,"Fitness is not about being better than someone else, it's about being better than you used to be. @MSDhoni",2,2025-09-10 12:51:10,synthetic,14107,5213,40502,106,19,0,1,0
MS Dhoni,celebrities,Media creating stories out of nothing. Focus on real issues please. 🇮🇳,0,2025-09-10 12:51:10,synthetic,50962,1656,4679,70,12,0,0,0
Sachin Tendulkar,celebrities,BLESSED TO WORK WITH SUCH TALENTED PEOPLE. EVERY DAY IS A LEARNING EXPERIENCE.,2,2025-09-10 12:51:10,synthetic,27168,1048,24749,78,13,0,0,0
Sachin Tendulkar,celebrities,"Dream big, work hard, stay humble. Success follows dedication. #India",2,2025-09-10 12:51:10,synthetic,70767,4107,22879,69,10,1,0,0
Sachin Tendulkar,celebrities,Grateful for all the love and support from fans! You make it all worthwhile ❤️ (1/2),2,2025-09-10 12:51:10,synthetic,54462,6598,19524,84,16,0,0,0
Sachin Tendulkar,celebrities,Critics who haven't achieved anything love to pull others down. @SachinTendulkar,1,2025-09-10 12:51:10,synthetic,27101,4465,27888,80,11,0,1,0
Sachin Tendulkar,celebrities,BREAKING: Media creating stories out of nothing. Focus on real issues please.,1,2025-09-10 12:51:10,synthetic,37618,8941,30195,77,12,0,0,0
Sachin Tendulkar,celebrities,BLESSED TO WORK WITH SUCH TALENTED PEOPLE. EVERY DAY IS A LEARNING EXPERIENCE.,2,2025-09-10 12:51:10,synthetic,81592,5857,45120,78,13,0,0,0
Sachin Tendulkar,celebrities,📢 Starting my day with positivity and gratitude. Hope you all have a great day!,2,2025-09-10 12:51:10,synthetic,21224,1993,38373,79,15,0,0,0
Sachin Tendulkar,celebrities,📢 Supporting education for underprivileged children. Every child deserves a chance.,2,2025-09-10 12:51:10,synthetic,47103,4994,34994,83,11,0,0,0
Sachin Tendulkar,celebrities,New movie releasing soon! Can't wait for you all to see it. #Cinema 🇮🇳,2,2025-09-10 12:51:10,synthetic,81511,5526,15465,70,14,1,0,0
Sachin Tendulkar,celebrities,Media creating stories out of nothing. Focus on real issues please. @SachinTendulkar,0,2025-09-10 12:51:10,synthetic,38189,8357,10734,84,12,0,1,0
Sachin Tendulkar,celebrities,Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,synthetic,22393,3224,4047,67,11,0,0,0
Sachin Tendulkar,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey.,1,2025-09-10 12:51:10,synthetic,81683,3663,14624,72,12,0,0,0
Sachin Tendulkar,celebrities,RT @supporter: Starting my day with positivity and gratitude. Hope you all have a great day!,2,2025-09-10 12:51:10,synthetic,43160,223,36551,92,16,0,1,0
Sachin Tendulkar,celebrities,CRITICS WHO HAVEN'T ACHIEVED ANYTHING LOVE TO PULL OTHERS DOWN.,0,2025-09-10 12:51:10,synthetic,43849,19,46694,63,10,0,0,0
Sachin Tendulkar,celebrities,Blessed to work with such talented people. Every day is a learning experience. - via official handle,2,2025-09-10 12:51:10,synthetic,36248,99,25544,100,17,0,0,0
Sachin Tendulkar,celebrities,Media creating stories out of nothing. Focus on real issues please.,1,2025-09-10 12:51:10,synthetic,29318,1897,43250,67,11,0,0,0
Sachin Tendulkar,celebrities,Rehearsals going well. Performance next week. - via official handle,2,2025-09-10 12:51:10,synthetic,32979,4110,39029,67,10,0,0,0
Sachin Tendulkar,celebrities,📢 Rehearsals going well. Performance next week.,2,2025-09-10 12:51:10,synthetic,18842,9759,15652,47,7,0,0,0
Sachin Tendulkar,celebrities,BREAKING: Family time is the best time. Cherish every moment with loved ones.,2,2025-09-10 12:51:10,synthetic,5261,7395,40237,77,13,0,0,0
Sachin Tendulkar,celebrities,BREAKING: Media creating stories out of nothing. Focus on real issues please.,0,2025-09-10 12:51:10,synthetic,76296,1511,49322,77,12,0,0,0
Sachin Tendulkar,celebrities,Trolls need to get a life. Spreading negativity won't affect my journey. (1/2),1,2025-09-10 12:51:10,synthetic,9199,1249,19593,78,13,0,0,0
Sachin Tendulkar,celebrities,📢 People judge without knowing the full story. Truth always prevails.,0,2025-09-10 12:51:10,synthetic,53261,7951,3493,69,11,0,0,0
Sachin Tendulkar,celebrities,📢 People judge without knowing the full story. Truth always prevails.,1,2025-09-10 12:51:10,synthetic,14155,7549,42689,69,11,0,0,0
Sachin Tendulkar,celebrities,RT @supporter: Nepotism debate again? Let's talk about talent and hard work instead.,1,2025-09-10 12:51:10,synthetic,58583,8752,27344,84,13,0,1,0
Sachin Tendulkar,celebrities,Nepotism debate again? Let's talk about talent and hard work instead. - via official handle,1,2025-09-10 12:51:10,synthetic,82720,3276,34674,91,15,0,0,0
Sachin Tendulkar,celebrities,AIRPORT LOOKS. HEADING TO THE NEXT SHOOT LOCATION.,2,2025-09-10 12:51:10,synthetic,37526,7872,3709,50,8,0,0,0
Priyanka Chopra,celebrities,On set for the new project. Long day ahead. #India,2,2025-09-10 12:51:10,synthetic,49944,1534,9210,50,10,1,0,0
Priyanka Chopra,celebrities,Supporting education for underprivileged children. Every child deserves a chance.,2,2025-09-10 12:51:10,synthetic,70674,6630,12474,81,10,0,0,0
Priyanka Chopra,celebrities,"RT @supporter: Fitness is not about being better than someone else, it's about being better than you used to be.",2,2025-09-10 12:51:10,synthetic,86521,2492,14664,112,20,0,1,0
Priyanka Chopra,celebrities,Starting my day with positivity and gratitude. Hope you all have a great day! - via official handle,2,2025-09-10 12:51:10,synthetic,1332,2071,19676,99,18,0,0,0
