Text,,Favorites,Retweets,Tweet ID,,,Date
The recession was made worse by @BarackObama. A $900Billion deficit is not getting better.,2/15/12 16:09,4,98,1.69891E+17,,,
"When the economy is bad, @BarackObama wants to raise taxes. When the economy is good, @BarackObama wants to raise taxes. Notice a trend?",2/15/12 15:48,22,234,1.69886E+17,,,
Iran's attack on Israeli diplomats is an attack on the West,2/15/12 15:46,14,102,1.69885E+17,,,
@joeyhatcher You'll have to watch to find out.,2/15/12 15:44,0,1,1.69885E+17,,,
So @JLin7 had another game winning shot last night. Looks like the Knicks have not only found a new point guard (cont) http://tl.gd/fuffu7?,2/15/12 15:37,11,46,1.69883E+17,,,
RT: @thedailybeast: Polling shows the @AmericansElect movement could still nominate a viable independent with a chance of victory...,2/15/12 15:31,1,19,1.69882E+17,,,
@fox_trot_1  I was in my twenties.,2/15/12 15:17,1,4,1.69878E+17,,,
"@kingdelrosario I like to invest in what I know, which tends to be real estate, but I keep an open mind.",2/15/12 15:12,1,3,1.69877E+17,,,
@atlthrasher  I don't think it has run its course. There are opportunities. Finding them and maximizing them are key components for success.,2/15/12 15:10,2,2,1.69876E+17,,,
"@HangersMensLine  My agenda is such that I can't meet with you, but it's always nice to be asked and I wish you the best.",2/15/12 15:03,0,1,1.69875E+17,,,
@The_Joey  That could be a possibility but there are no plans at the moment. This season of Celebrity Apprentice is great--be sure to watch.,2/15/12 14:57,0,2,1.69873E+17,,,
"""The final part of restoring fiscal sanity to America is the most obvious, and that's to control Obama-style (cont) http://tl.gd/fuf3g1?",2/15/12 14:49,4,24,1.69871E+17,,,
"""China is our enemy. It's time we start acting like it...and if we do our job corectly, China will gain a whole (cont) http://tl.gd/fuf20b?",2/15/12 14:44,16,56,1.6987E+17,,,
"""So, I speak badly of China, but I speak the truth and what do the consumers in China want? They want Trump."" (cont) http://tl.gd/fuenkn?",2/15/12 14:10,7,39,1.69861E+17,,,
A clip from my interview with @jimmyfallon discussing the cast of @ApprenticeNBC Season 5 http://bit.ly/zcT7Gz?,2/15/12 13:55,4,14,1.69857E+17,,,
Flattering. Over 500 upset people called Mar-a-Lago disappointed I am not running for President--but Mitt Romney will do a great job.,2/15/12 13:44,10,54,1.69855E+17,,,
"Next to Chinese VP Xi Jinping yesterday, @BarackObama said he welcomes China's ""peaceful rise."" (cont) http://tl.gd/fuedbd?",2/15/12 13:41,0,17,1.69854E+17,,,
Have any questions? Send them in. #TrumpQ/A,2/15/12 10:51,9,32,1.69811E+17,,,
"""America's primary goal with Iran must be to destroy its nuclear ambitions. Let me put this as plainly as I know (cont) http://tl.gd/ftt6o9?",2/14/12 15:58,6,47,1.69526E+17,,,
"""We need a dealmaker in the White House, who knows how to think innovatively and make smart (cont) http://tl.gd/ftsu98?",2/14/12 15:26,8,40,1.69518E+17,,,
"""We need a president who is smart and tough enough to recognize the national security threat China poses in the (cont) http://tl.gd/ftso2p?",2/14/12 15:01,11,63,1.69512E+17,,,
"In today's #trumpvlog I speak about the chopper recently made for me by @occhoppers....
http://youtu.be/gycxhHp0QAU? #CelebApprentice",2/14/12 14:55,8,13,1.6951E+17,,,
@BarackObama's budget funds the "Arab Spring" with $800B and the Muslim Brotherhood in Egypt $1.3B in military aid. He loves radical Islam.,2/14/12 14:45,234,315,1.69508E+17,,,
This is dangerous: @BarackObama is seeking to shrink Israeli military funding but gives $1.3Billion to Muslim (cont) http://tl.gd/fts88a?,2/14/12 14:06,22,203,1.69498E+17,,,
A gallon of gas is $3.523 today and has never before risen so high early in the year http://lat.ms/wkcu4x? The @BarackObama policy realized!,2/14/12 13:59,11,143,1.69496E+17,,,
So wrong! @BarackObama is hosting China's VP Xi Jinping today at the Pentagon with a full honor ceremony with music and cannons...,2/14/12 13:24,14,105,1.69487E+17,,,
"A day after @BarackObama released a trillion dollar budget deficit, he is hosting China's future leader VP XiJinping. America's new reality.",2/14/12 13:21,13,112,1.69486E+17,,,
Congressional Black Caucus Chairman Emanuel Cleaver is right. @BarackObama's budget is a "nervous breakdown on paper."http://bit.ly/zyDytZ,2/14/12 11:32,6,88,1.69459E+17,,,
A day after Greece burned @BarackObama released a $3.8 Trillion budget for 2013 with a $900 Billion deficit.He will turn America into Greece,2/14/12 11:29,18,286,1.69458E+17,,,
Watch Late Night with Jimmy Fallon on NBC at 12:35 EST tonight---I'll be bringing a couple of surprises with me.,2/14/12 9:29,9,35,1.69428E+17,,,
"""We need a tax system that is fair and smart--one that encourages growth, savings and investment. It's time to (cont) http://tl.gd/ft8und?",2/13/12 16:01,13,90,1.69164E+17,,,
"""Look, when it comes to China, America better stop messing around. China sees us as a naive, gullible, foolish (cont) http://tl.gd/ft8q68?",2/13/12 15:44,8,88,1.6916E+17,,,
"""It's a plain fact: free trade requires having fair rules that apply to everyone."" (cont) http://tl.gd/ft8jia?",2/13/12 15:19,11,34,1.69154E+17,,,
He capitulated to China--@BarackObama abandoned a senior level Chinese officer who wanted to defect to the US: WRONG!http://bit.ly/wfszrf?,2/13/12 15:07,8,33,1.69151E+17,,,
This Sunday at 9 PM EST on NBC the other primary starts - @CelebApprentice Season 5 premieres!18 Wild Cards. One Trump Card.,2/13/12 14:55,6,39,1.69148E+17,,,
Congratulations to @MittRomney for CPAC and Maine straw poll wins. He will get tough with China and save America.,2/13/12 14:14,9,59,1.69137E+17,,,
Honored to have passed 1 million twitter followers. We are making America #1 again. #TimeToGetTough,2/13/12 12:44,14,80,1.69115E+17,,,
This has to stop! @BarackObama loves accruing American debt--he missed his budget deficit goal by over $500 billion. http://usat.ly/AiZweO?,2/13/12 12:36,11,149,1.69113E+17,,,
"My @foxandfriends interview discussing my friend Whitney Houston, @SarahPalinUSA's CPAC speech,the economy and primaryhttp://bit.ly/xdeXCB?",2/13/12 11:10,12,14,1.69091E+17,,,
Whitney Houston was a great friend and an amazing talent. We will all miss her and send our prayers to her family.,2/13/12 11:05,17,110,1.6909E+17,,,
This week we saw what Obama Care actually does when implemented.  It is a losing issue for @BarackObama and must be repealed.,02-10-2012 17:08,17,83,1.68094E+17,,,
@BarackObama?? class warfare rhetoric is taking a backseat for the DNC convention.  He is charging $1 Million for a single suite.,02-10-2012 17:06,1,20,1.68094E+17,,,
The $25 Billion settlement with the banks on mortgages will slow the housing market down even more and create higher user fees. Stupid!,02-10-2012 16:43,6,21,1.68088E+17,,,
"??ur country is the greatest force for freedom the world has ever known. We have big hearts, big brains, and (cont) http://tl.gd/frcg58?",02-10-2012 16:42,18,76,1.68087E+17,,,
"??s someone once put it, ??arriage is the greatest ??nti-poverty??program God ever created.??? #TimeToGetTough",02-10-2012 16:00,55,185,1.68077E+17,,,
@MittRomney will give a great speech at CPAC today. He understands the threat from China.,02-10-2012 15:12,2,27,1.68065E+17,,,
??bama doesn?? respect the fact that the money he wastes belongs to us. He thinks that the wealth you create (cont) http://tl.gd/fr9gfh?,02-10-2012 11:51,22,141,1.68014E+17,,,
"@IvankaTrump?? @CNN interview with @piersmorgan discussing @ApprenticeNBC, the economy and politics http://bit.ly/wZ6bwT?",02-10-2012 11:32,7,24,1.68009E+17,,,
"""The fastest way we can start saving Social Security is to get Americans back to work."" #TimeToGetTough (cont) http://tl.gd/fqpf1s?",02-09-2012 15:43,16,80,1.6771E+17,,,
"""The GOP needs to learn how to get tough and outnegotiate @BarackObama and his big spending allies in (cont) http://tl.gd/fqp90i?",02-09-2012 15:20,6,28,1.67704E+17,,,
Keystone must be approved. Oil is at a record high. We need to use our resources and support allies like Canada.,02-09-2012 15:10,20,275,1.67702E+17,,,
"@WyattBrian  Timing is important, so considerations such as your financial situation and how solid your plans are should be reviewed.",02-09-2012 15:08,1,2,1.67701E+17,,,
The Church is yet another victim to his liberal agenda: @BarackObama lied to his Catholic supporters to pass ObamaCare.,02-09-2012 14:55,20,134,1.67698E+17,,,
"Q/A @thecelidebiasio  The secret behind my success is that I love what I'm doing. That gives me energy, focus (cont) http://tl.gd/fqomo8?",02-09-2012 14:12,24,67,1.67687E+17,,,
The Fed is destroying the dollar. When inflation hits the economy then even more jobs will go overseas.,02-09-2012 14:03,8,111,1.67685E+17,,,
"Q/A @stalkinpeople  Yes, I'd give the real numbers.",02-09-2012 14:00,1,4,1.67684E+17,,,
"Q/A @saychowder  I receive a great many requests for interviews, nationally and internationally.",02-09-2012 13:58,0,6,1.67684E+17,,,
"Why should he? He's only the POTUS--and @BarackObama has ""no opinion"" on whether the Senate should pass a budget. 
http://bit.ly/zqCdKi?",02-09-2012 13:54,5,35,1.67683E+17,,,
"Lawrence O'Donnell will soon have another cancelled show to go along with his three cancelled TV series, ""Mister (cont) http://tl.gd/fqo597?",02-09-2012 13:19,7,23,1.67674E+17,,,
#trumpvlog Windfarms in today's video blog...http://youtu.be/kPSBI6P21jk?,02-09-2012 12:50,9,16,1.67667E+17,,,
My @FoxNews interview with @gretawire discussing the 2012 GOP primary and ObamaCare's attack on the Catholic Church.http://bit.ly/yF1zZS?,02-09-2012 12:43,7,15,1.67665E+17,,,
My @CNN interview with @TVAshleigh discussing @MittRomney's electability and @RickSantorum's Senate loss.http://bit.ly/y3uCCl?,02-09-2012 12:34,4,10,1.67663E+17,,,
@cheatingdeam  My best secret for business is that you have to love what you're doing. You need passion. (cont) http://tl.gd/fqnfnf?,02-09-2012 12:28,3,5,1.67661E+17,,,
@bonniebell   Every citizen has the right to do political analysis--and should--as well as to endorse (cont) http://tl.gd/fqme9r?,02-09-2012 11:23,0,2,1.67645E+17,,,
Who is the dumbest man on TV? @Lawrence of MSNBC...http://youtu.be/KgWRReIe_1A?,02-09-2012 11:23,17,48,1.67645E+17,,,
"@JLukeRobinson The best advice to a young entrepreneur is to read my book with Robert Kiyosaki, Midas Touch. (cont) http://tl.gd/fqm638?",02-09-2012 11:09,1,5,1.67641E+17,,,
@Misterglorious  I wear suits from the Donald J. Trump Signature Collection.,02-09-2012 11:02,1,4,1.6764E+17,,,
"Jon Huntsman called to see me. I said no, he gave away our country to China! @JonHuntsman",02-08-2012 19:33,24,110,1.67406E+17,,,
Check out a picture of the custom made Trump Bike that Paul Teutul Sr. presented to me today in Trump Tower-- http://on.fb.me/A7Pelm?,02-08-2012 17:10,9,29,1.6737E+17,,,
"""Government needs to stop pick-pocketing your wallet. Every time it does, it slows growth and kills jobs. It's (cont) http://tl.gd/fq6ol5?",02-08-2012 16:30,14,86,1.6736E+17,,,
#trumpvlog My thoughts on @RickSantorum in today's video blog...http://youtu.be/1HUSKGz9CHc?,02-08-2012 16:11,16,26,1.67355E+17,,,
"""Getting China to stop playing its currency charades can begin whenever we elect a president ready to take (cont) http://tl.gd/fq6cfr?",02-08-2012 15:43,5,27,1.67348E+17,,,
"""I'm sick of always reading about outsourcing. Why aren't we talking about 'onshoring'?"" (cont) http://tl.gd/fq66ra?",02-08-2012 15:22,21,106,1.67342E+17,,,
ObamaCare is an attack on our country's identity. The latest victim is the Catholic church. It must be full repealed. @BarackObama,02-08-2012 15:09,16,150,1.67339E+17,,,
@npbraden  I already have two great pilots.,02-08-2012 15:05,0,1,1.67338E+17,,,
"@fatmaninaspeedo  I have not met @MacMiller but his song, Donald Trump, has had over 40 milion hits. Maybe he should pay me somethiing.",02-08-2012 15:01,41,41,1.67337E+17,,,
Government dependency has surged over 23% since @BarackObama has taken office. http://bit.ly/ziuyOC? He is creating an entitlement culture.,02-08-2012 14:44,14,149,1.67333E+17,,,
"@stass13  Sorry, she's taken.",02-08-2012 14:41,1,1,1.67332E+17,,,
@GrimeyGatsby  I only require four hours of sleep per night.,02-08-2012 14:39,15,28,1.67332E+17,,,
@BarackObama hard at work yesterday shooting a marshmallow cannon in the WH East Room while our country burns. http://bit.ly/wICXjd?,02-08-2012 14:27,5,57,1.67329E+17,,,
"@bats67 As a parent, education has a high priority, it is very important. I went to one of the best schools and (cont) http://tl.gd/fq5mkc?",02-08-2012 14:23,0,3,1.67328E+17,,,
Glad to see no charges against Greg Kelly. His accusers' charges never made sense!,02-08-2012 14:16,3,23,1.67326E+17,,,
"I see my friend @FlaGovScott is speaking at CPAC. Solid guy, wonderful job. #sayfie @marcaputo",02-08-2012 14:11,2,16,1.67325E+17,,,
"@Miss_Drax  My first job was working for and with my father, Fred C. Trump.",02-08-2012 14:07,0,1,1.67324E+17,,,
"@IanBQueen  In answer to your question, my favorite thing to do is spending time with my family.",02-08-2012 14:03,1,1,1.67323E+17,,,
@nathanfuchs @lawrence He's not a smart man. He is a poor journalist and he likes fabricating the truth-- all reasons why his ratings stink!,02-08-2012 14:01,0,1,1.67322E+17,,,
Eli Manning. Great Athlete. Great Guy. @NYGiants great teamwork!,02-08-2012 13:34,69,193,1.67315E+17,,,
Why is @MittRomney the only guy who talks about getting tough with China and their currency manipulation?,02-08-2012 13:25,7,63,1.67313E+17,,,
China did a major number on us during the reign of @JonHuntsman. He was easy pickens!,02-08-2012 13:18,2,23,1.67311E+17,,,
"Tune in tonight at 7:00 PM EST., to the QVC network to watch Melania Trump debut her first 2012 ""Melania (cont) http://tl.gd/fq3qha?",02-08-2012 11:53,4,21,1.6729E+17,,,
Answers to your tweets coming soon  #TrumpQandA,02-08-2012 11:42,4,19,1.67287E+17,,,
Many people have been asking me to answer questions. You can ask me questions at any time. #TrumpQandA,02-08-2012 11:03,27,85,1.67277E+17,,,
Vanity Fair is failing. Newstand sales are down 20 percent--2nd most for major magazines and the magazine has (cont) http://tl.gd/fq2g19?,02-08-2012 10:41,2,22,1.67272E+17,,,
I see @FLGovScott poll numbers are improving. Good man doing a good job.,02-07-2012 16:27,4,34,1.66996E+17,,,
"Many, many people are disappointed I didn't run third party--but I won't risk @BarackObama benefiting from a split in the anti-Obama vote.",02-07-2012 16:00,31,173,1.6699E+17,,,
I endorsed @MittRomney not because I agree with him on every issue but because he will get tough with China.,02-07-2012 15:23,17,118,1.6698E+17,,,
Another @BarackObama green car loan recipient is laying off staff. http://politi.co/AxFfXS?  How many billions of our money has he wasted?,02-07-2012 15:07,5,94,1.66976E+17,,,
A record 1.2 million Americans have left the job force during @BarackObama's "recovery" http://bit.ly/wKnA4c?  Don't trust the job numbers.,02-07-2012 14:46,17,204,1.66971E+17,,,
"""It's hardly any wonder that our country's manufacturing dominance has evaporated."" #TimeToGetTough  (cont) http://tl.gd/fpilq5?",02-07-2012 14:25,4,50,1.66966E+17,,,
"""Destroying the world's finest health-care system so that @BarackObama can have his socialized medicine program (cont) http://tl.gd/fpiiui?",02-07-2012 14:15,7,66,1.66963E+17,,,
I believe @BarackObama is manipulating the jobless numbers http://bit.ly/xrvqXh?,02-07-2012 14:04,11,108,1.66961E+17,,,
Tune in tonight at 1 AM EST to the QVC network to watch Melania Trump debut her first 2012 "Melania Timepieces & (cont) http://tl.gd/fpid7c?,02-07-2012 13:56,6,12,1.66959E+17,,,
"My @foxandfriends interview discussing the Super Bowl, the real unemployment numbers, Iran and @MittRomney's (cont) http://tl.gd/fpho4s?",02-07-2012 12:56,5,15,1.66943E+17,,,
"As China is building an air and naval force, @BarackObama is cutting ours. http://bit.ly/zyzUSp?   He is weakening our national security.",02-06-2012 16:56,20,168,1.66641E+17,,,
With @ericbolling and Michael Cohen  http://fxn.ws/x2D4xV?,02-06-2012 16:36,2,3,1.66636E+17,,,
@BarackObama is cutting the pay of troops in combat. http://bit.ly/z1Lxs7? The military is the only gov. agency @BarackObama wants to cut.,02-06-2012 16:21,3,35,1.66633E+17,,,
I had to do your research for you @Lawrence --  Best Wishes!http://bit.ly/rMpQgD?,02-06-2012 16:04,4,16,1.66628E+17,,,
@BarackObama conveniently released more Solyndra documents last Friday.http://politi.co/Abz3rW  When will he be (cont) http://tl.gd/fp0ahe?,02-06-2012 15:43,1,5,1.66623E+17,,,
The Prayer Breakfast was used by @BarackObama to say that the Bible commands higher income taxes. That's not the way it is!,02-06-2012 15:23,20,138,1.66618E+17,,,
The economy is in terrible shape. @BarackObama is manipulating the job numbers to hide the truth.http://bit.ly/x5J3Nx?,02-06-2012 15:09,22,182,1.66615E+17,,,
He's saddled our children with more debt than we accumulated in 225 years in America. @BarackObama has done an (cont) http://tl.gd/fovoao?,02-06-2012 14:32,12,112,1.66605E+17,,,
"""Look, I believe deeply that America must maintain a sturdy safety net. We have an obligation to take care of (cont) http://tl.gd/fovlbb?",02-06-2012 14:22,3,23,1.66603E+17,,,
"For me, the cost of a presidential run is peanuts--- you know it but are too afraid or too stupid to admit it. (cont) http://tl.gd/fovkaa?",02-06-2012 14:18,23,75,1.66602E+17,,,
"Not the world, only your tiny group of viewers--the world doesn't care about you. @lawrence You're too stupid to (cont) http://tl.gd/fov1p7?",02-06-2012 13:20,11,47,1.66587E+17,,,
#NeilCavuto @TeamCavuto of @foxbusiness is a truly great and talented reporter. I have been watching him for (cont) http://tl.gd/foupmd?,02-06-2012 12:58,4,12,1.66581E+17,,,
"""So, I speak badly of China, but I speak the truth and what do the consumers in China want? They want Trump."" (cont) http://tl.gd/foujvq?",02-06-2012 12:44,8,48,1.66578E+17,,,
Behind the scemes of my @CENTURY21 Super Bowl commercial http://youtu.be/Y6HWdR_11EI?  Had a great time.,02-06-2012 12:13,6,18,1.6657E+17,,,
My @CENTURY21 Super Bowl commercial http://youtu.be/TwXycwCe6_s?  which aired during the third quarter.,02-06-2012 11:56,8,22,1.66566E+17,,,
"Now this is intelligent reporting, no wonder @TeamCavuto is so popular....  http://fxn.ws/y6cE7Q?",02-06-2012 11:52,2,20,1.66565E+17,,,
"My @FoxNews interview on the @hannityshow discussing why I endorsed @MittRomney, @BarackObama's record and the (cont) http://tl.gd/fotq52?",02-06-2012 11:49,3,8,1.66564E+17,,,
"Two big failures- ""Mister Sterling"" and ""First Monday"", and now a completely irrelevant show on MSNBC- @Lawrence (cont) http://tl.gd/fotpcs?",02-06-2012 11:48,5,9,1.66564E+17,,,
Congrats @MittRomney on a huge NV victory. Let?? make @BarackObama a one term president http://onetermfund.com? #OneTermFund,02-06-2012 10:56,13,154,1.66551E+17,,,
"To vote for me and CENTURY 21 for the best #Superbowl commercial, click the following link and ??ike??the page. http://c21.in/c21SBapp?",02-05-2012 17:37,3,32,1.66289E+17,,,
#SuperBowl Vote for me and @CENTURY21--http://youtu.be/7EI-8CDI8DA?,02-05-2012 12:01,9,29,1.66205E+17,,,
You??e hired! The @CENTURY21 ad is airing during the #SuperBowl and you need to get voting! Vote for me & @CENTURY21: http://c21.in/c21SBapp?,02-05-2012 11:58,4,41,1.66204E+17,,,
The CBO has predicted that unemployment will rise to 8.8% this next year. http://politi.co/A76XJC?  This is @BarackObama's economic recovery.,02-03-2012 15:56,5,79,1.65539E+17,,,
My @FoxNews interview with @gretawire discussing why I endorsed @MittRomney and why he will make a great Presidenthttp://bit.ly/Af0ndP?,02-03-2012 14:50,10,33,1.65522E+17,,,
"""We have to combat the welfare mentality that says individuals are entitled to live off taxpayers."" (cont) http://tl.gd/fn85ac?",02-03-2012 14:16,30,191,1.65514E+17,,,
My @FoxNews interview with @TeamCavuto discussing my endorsement of @MittRomney and how I came to my decisionhttp://bit.ly/wbkrHk?,02-03-2012 13:47,5,24,1.65507E+17,,,
My @CNNS interview with @wolfblitzercnn discussing my endorsement of @MittRomney and why he can beat @BarackObamahttp://bit.ly/A7xmxB?,02-03-2012 13:40,11,23,1.65505E+17,,,
I watched @BarackObama at the National Prayer Breakfast -- and he looked totally uncomfortable with his words. (cont) http://tl.gd/fn7o65?,02-03-2012 13:37,14,72,1.65504E+17,,,
"The New York Times/Bill Carter/Sept.26, 2011: ""On MSNBC, meanwhile, Lawrence O'Donnell has lost 100,000 viewers (cont) http://tl.gd/fn5iir?",02-03-2012 11:21,4,22,1.6547E+17,,,
Sleepy eyed @chucktodd thinks Las Vegas is a state--see @todayshow this morning.,02-03-2012 10:48,2,16,1.65462E+17,,,
"I bet the dumbest political commentator on television, @Lawrence, will soon be thrown off the air for poor (cont) http://tl.gd/fn4k0a?",02-03-2012 10:35,8,55,1.65458E+17,,,
Watch my endorsement of @MittRomney.http://youtu.be/nmwzGMmGcJw?,02-02-2012 16:30,26,164,1.65185E+17,,,
"I will be making a major announcement today at 12:30 pm PST at Trump International Hotel & Tower, Las Vegas, (cont) http://tl.gd/fmfvbm?",02-02-2012 09:09,15,178,1.65074E+17,,,
"I will be making a major announcement tomorrow (Thursday, February 2) at 12:30 pm at Trump International Hotel & (cont) http://tl.gd/fm3fdn?",02-01-2012 17:41,33,387,1.64841E+17,,,
#trumpvlog @BarackObama's dismal record in today's video blog....http://youtu.be/UXAJX3cBHQo?,02-01-2012 17:08,8,38,1.64833E+17,,,
He @BarackObama wants to release 5 senior Taliban detainees back to the Taliban. http://reut.rs/xcSRTz?   The Taliban out negotiates him!,02-01-2012 15:23,9,147,1.64806E+17,,,
His spending is reckless: @BarackObama will set a record fourth year of a $1 trillion budget deficit.http://reut.rs/z7hL0x?,02-01-2012 13:57,15,174,1.64785E+17,,,
Shocking--two of @BarackObama's largest campaign bundlers are directly linked to Solyndra  http://apne.ws/ArsbFe?  What a coincidence!,02-01-2012 13:26,10,175,1.64777E+17,,,
"""The point is: the Chinese are smart--they respond to economic pressure, and they know they're not going to get (cont) http://tl.gd/fm0s03?",02-01-2012 12:55,3,38,1.64769E+17,,,
"""America became a powerhouse because of our deep belief in the virtue of self-reliance."" #TimeToGetTough (cont) http://tl.gd/flvgbf?",02-01-2012 11:32,25,119,1.64748E+17,,,
"""A tough negotiator can make the Chinese back off. We've done it before."" #TimeToGetTough http://amzn.to/x2SUlu?http://bit.ly/wNYhAc?",02-01-2012 11:14,9,52,1.64743E+17,,,
I was on @SquawkBox this morninghttp://bit.ly/wZKH8S?,02-01-2012 10:54,7,9,1.64738E+17,,,
"My @FoxNews interview with @TeamCavuto discussing the national housing market, unemployment numbers and the FL (cont) http://tl.gd/flucb1?",02-01-2012 10:32,5,15,1.64733E+17,,,
"My @jrg710 interview discussing building a cemetery next to Trump National, the FL primary, @ApprenticeNBC and OPEC http://bit.ly/zLWDRT?",02-01-2012 10:23,1,3,1.64731E+17,,,
Great news that the New York Stock Exchange won't be owned by a German company. European regulators turned the (cont) http://tl.gd/flu1iv?,02-01-2012 10:15,10,61,1.64729E+17,,,
Congratulations to @MittRomney for an impressive win in Florida. He performed well under pressure.,02-01-2012 09:58,12,100,1.64724E+17,,,
"Formerly of the New York Times, @frankrichny was a poor theatre critic who was forced out. Sadly, he is an even (cont) http://tl.gd/flsncq?",02-01-2012 09:09,6,10,1.64712E+17,,,
Keystone: @johnboehner MUST pass Keystone by linking it to another bill.  http://yhoo.it/zuknDY?,1/31/12 15:35,5,46,1.64447E+17,,,
The banks need to start lending again otherwise the economy will continue its downturn. This is why we bailed the banks out!,1/31/12 15:02,36,302,1.64438E+17,,,
"The Muslim Brotherhood, @BarackObama's allies in Egypt, will cancel the Camp David Agreement. http://bit.ly/xGcLot?   What a disaster!",1/31/12 14:35,12,124,1.64432E+17,,,
A commander in chief has to possess the right instincts. That's one of the biggest problems with @BarackObama: (cont) http://tl.gd/fldscf?,1/31/12 14:20,5,47,1.64428E+17,,,
"""What's incredible is that Obamacare hasn't even kicked in yet and already it's doing tremendous damage."" (cont) http://tl.gd/fldn2s?",1/31/12 14:03,10,83,1.64424E+17,,,
"""It is simply immoral for the government to encourage able-bodied Americans to think that a life on welfare, of (cont) http://tl.gd/fldl8t?",1/31/12 13:58,18,122,1.64422E+17,,,
"My @gretawire interview discussing @BarackObama's economic failures, attack on capitalism and playing class warfare.http://bit.ly/AsYYSp?",1/31/12 12:30,6,13,1.644E+17,,,
"My @foxandfriends interview discussing my possible GOP endorsement, @MittRomney's taxes and the Florida primary.http://bit.ly/wsX2zQ?",1/31/12 12:22,3,18,1.64398E+17,,,
All eyes are on Florida today. I will be watching the GOP primary results very closely. We need the right candidate to beat @BarackObama.,1/31/12 12:20,18,91,1.64398E+17,,,
"My appearance this morning on Good Morning America...
http://bit.ly/z7HGdP?",1/31/12 11:33,8,20,1.64386E+17,,,
Today is a big day for us and for Toronto: Trump International Hotel & Tower Toronto opens today. (cont) http://tl.gd/flbff6?,1/31/12 11:26,10,90,1.64384E+17,,,
The Islamists are taking over Egypt through the election. http://bit.ly/wGMytz?  Why did @BarackObama force Mubarak out? He was an ally.,1/30/12 15:39,10,101,1.64085E+17,,,
"Keystone must be approved through Congress. @BarackObama is costing America over 20,000 jobs and driving the price of gas high.",1/30/12 15:09,5,168,1.64078E+17,,,
The GOP primary is getting very nasty. The candidates need to remember that @BarackObama is the main target. He must not be reelected.,1/30/12 14:42,25,359,1.64071E+17,,,
President @BarackObama has begun meeting with the Taliban and building "trust" http://nyti.ms/zY3tDG? The Taliban supported 9/11.,1/30/12 13:58,6,156,1.6406E+17,,,
"""We need a dealmaker in the White House @BarackObama who knows how to think innovatively and make smart deals."" (cont) http://tl.gd/fkocpg?",1/30/12 12:08,10,48,1.64032E+17,,,
Glad to hear Bella Santorum is recovering. @RickSantorum has a beautiful family.,1/30/12 11:44,9,93,1.64026E+17,,,
"""To the @BarackObama administration, saving money isn't the point--expanding government and spending more (cont) http://tl.gd/fknutj?",1/30/12 11:27,3,33,1.64022E+17,,,
Congratulations to @TrumpNewYork on 15 years of unparalleled luxury on Central Park! Watch how I started it athttp://bit.ly/zFIcos?,1/30/12 11:01,14,38,1.64015E+17,,,
"""The military threat from China is gigantic and it's no surprise that the Communist Chinese government lies (cont) http://tl.gd/fknea2?",1/30/12 10:49,7,55,1.64012E+17,,,
My interview with @FaceTheNation from yesterday where I discuss the state of the GOP primary.http://bit.ly/A43ezl?,1/30/12 10:39,5,12,1.6401E+17,,,
Food stamps up 45%. Federal handouts up 45%. Is @BarackObama happy? http://bit.ly/zJ3fOm?,1/27/12 15:42,21,222,1.62999E+17,,,
Check out this photo shoot video of @IvankaTrump's Spring 2012 collection....http://youtu.be/pZ5Os28RQ-o?,1/27/12 15:10,15,21,1.62991E+17,,,
Another electric car firm that @BarackObama gave $118M just went bankrupt. http://CNSnews.com?  He loves to waste our tax dollars.,1/27/12 14:55,17,378,1.62987E+17,,,
"For those who missed my chat with @hannityshow on radio, here it is on TV. Sean is terrific.http://bit.ly/w06T9F",1/27/12 14:27,11,19,1.6298E+17,,,
He admits his presidency has been flawed...but @BarackObama claims economy is stronger.http://bit.ly/x4ki33?,1/27/12 14:10,3,40,1.62976E+17,,,
"My interview with @seanhannity discussing this season's @ApprenticeNBC, #TimeToGetTough, the economy and GOP primary. http://bit.ly/xt4sLV?",1/27/12 13:49,6,16,1.6297E+17,,,
"He makes a mistake ""every hour, every day"" admits @BarackObama. http://bit.ly/yw55aW?  The problem is that we are paying for them.",1/27/12 13:39,8,165,1.62968E+17,,,
Watch the clip from my #C21 Super Bowl spot on @AccessHollywood tonight.,1/27/12 13:29,4,16,1.62965E+17,,,
"""I've got news for President Obama: America is not what's wrong with the world."" #TimeToGetTough
http://bit.ly/wNYhAc? http://amzn.to/yHaeHX?",1/27/12 12:09,21,140,1.62945E+17,,,
"""Sadly, when it comes to using the energy industry to create American jobs, @BarackObama has been a total (cont) http://tl.gd/fj091b?",1/27/12 12:04,4,48,1.62944E+17,,,
??t?? sad??ruly sad and disgraceful??he way Obama has allowed America to be abused and kicked around (cont) http://tl.gd/figdha?,1/26/12 17:35,16,130,1.62665E+17,,,
Watch me on @Hannityshow tonight at 9PM ET on @FoxNews.,1/26/12 16:57,4,25,1.62655E+17,,,
@BarackObama?? Russian Ambassador stated that he supports ??niversal values??not ??merican values??(cont) http://tl.gd/fig2gl?,1/26/12 16:55,2,17,1.62655E+17,,,
??id you know that with the natural gas reserves we have in the United States we could power America?? (cont) http://tl.gd/fifsh9?,1/26/12 16:32,13,105,1.62649E+17,,,
"??e need more grown-ups in Washington, people who will shoot straight and level with the American people.??#TimeToGetTough",1/26/12 16:06,27,199,1.62642E+17,,,
